1  count: 247,   search: http://www.xiniudata.com/search/#/open/
3068  count: 1,   search: http://www.xiniudata.com/search/#/open/威努特
3069  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%83%A0%E6%B0%91%E7%BD%91
3070  count: 1,   search: http://www.xiniudata.com/search/#/open/车行保
3071  count: 1,   search: http://www.xiniudata.com/search/#/open/车险无忧
3072  count: 1,   search: http://www.xiniudata.com/search/#/open/小马保险
3073  count: 1,   search: http://www.xiniudata.com/search/#/open/最惠保
3074  count: 1,   search: http://www.xiniudata.com/search/#/open/小马保险 最惠保 车险无忧 易保险 1号车险 车车车险 车爱保 开开保 OK车险 BB车险 灵犀金融 路比车险 "Risk Network 芮锶钶" 车行保 车挣网
3075  count: 1,   search: http://www.xiniudata.com/search/#/open/订单保
3076  count: 1,   search: http://www.xiniudata.com/search/#/open/e互助
3077  count: 1,   search: http://www.xiniudata.com/search/#/open/炼石网路
3078  count: 1,   search: http://www.xiniudata.com/search/#/open/安全牛
3079  count: 1,   search: http://www.xiniudata.com/search/#/open/云舒写教育科技
3080  count: 1,   search: http://www.xiniudata.com/search/#/open/ 一起作业
3081  count: 1,   search: http://www.xiniudata.com/search/#/open/马帮
3082  count: 1,   search: http://www.xiniudata.com/search/#/open/DragonStone
3083  count: 1,   search: http://www.xiniudata.com/search/#/open/灵感家
3084  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%97%A0%E4%BA%BA%E9%A9%BE%E9%A9%B6
3085  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%99%BE%E6%9C%9B
3086  count: 1,   search: http://www.xiniudata.com/search/#/open/wish
3087  count: 1,   search: http://www.xiniudata.com/search/#/open/图好快
3088  count: 1,   search: http://www.xiniudata.com/search/#/open/小云
3089  count: 1,   search: http://www.xiniudata.com/search/#/open/小程序
3090  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%88%9B%E4%B8%BA%E5%A4%A7%E6%95%B0%E6%8D%AE
3091  count: 1,   search: http://www.xiniudata.com/search/#/open/谢立俊
3092  count: 1,   search: http://www.xiniudata.com/search/#/open/联医
3093  count: 1,   search: http://www.xiniudata.com/search/#/open/荣之联
3094  count: 1,   search: http://www.xiniudata.com/search/#/open/量化理财
3095  count: 1,   search: http://www.xiniudata.com/search/#/open/蓝海财富 弥财 财鱼管家 量子金服 量化派 阳光雨露
3096  count: 1,   search: http://www.xiniudata.com/search/#/open/股市小秘书
3097  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%8D%8E%E8%AF%9A
3098  count: 1,   search: http://www.xiniudata.com/search/#/open/花瓣
3099  count: 1,   search: http://www.xiniudata.com/search/#/open/门店
3100  count: 1,   search: http://www.xiniudata.com/search/#/open/联合办公
3101  count: 1,   search: http://www.xiniudata.com/search/#/open/51 %E5%B0%8F%E7%B1%B3
3102  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%89%8B%E6%9C%BAB2B
3103  count: 1,   search: http://www.xiniudata.com/search/#/open/医渡健康
3104  count: 1,   search: http://www.xiniudata.com/search/#/open/模块机器人
3105  count: 1,   search: http://www.xiniudata.com/search/#/open/ZVR
3106  count: 1,   search: http://www.xiniudata.com/search/#/open/兰博文体育
3107  count: 1,   search: http://www.xiniudata.com/search/#/open/达阔科技
3108  count: 1,   search: http://www.xiniudata.com/search/#/open/融资租赁
3109  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%BE%AE%E5%9F%BA%E5%9B%A0
3110  count: 1,   search: http://www.xiniudata.com/search/#/open/360gene
3111  count: 1,   search: http://www.xiniudata.com/search/#/open/36360gene
3112  count: 1,   search: http://www.xiniudata.com/search/#/open/拍卖
3113  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%A8%9C%E8%BF%A6
3114  count: 1,   search: http://www.xiniudata.com/search/#/open/alice
3115  count: 1,   search: http://www.xiniudata.com/search/#/open/GeeWise
3116  count: 1,   search: http://www.xiniudata.com/search/#/open/%E8%B8%AA%E5%B1%A5%E7%A7%91%E6%8A%80
3117  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%9F%A5%E5%9B%A0%E6%99%BA%E6%85%A7
3118  count: 1,   search: http://www.xiniudata.com/search/#/open/东软集团股份有限公司
3119  count: 1,   search: http://www.xiniudata.com/search/#/open/深圳金蝶中间件有限公司
3120  count: 1,   search: http://www.xiniudata.com/search/#/open/药给力
3121  count: 1,   search: http://www.xiniudata.com/search/#/open/上海万得信息技
3122  count: 1,   search: http://www.xiniudata.com/search/#/open/龙鑫财富
3123  count: 1,   search: http://www.xiniudata.com/search/#/open/尚贷系统
3124  count: 1,   search: http://www.xiniudata.com/search/#/open/诊疗
3125  count: 1,   search: http://www.xiniudata.com/search/#/open/汇通合力
3126  count: 1,   search: http://www.xiniudata.com/search/#/open/深圳市贝贝宠信息技术有限公司
3127  count: 1,   search: http://www.xiniudata.com/search/#/open/货管家
3128  count: 1,   search: http://www.xiniudata.com/search/#/open/信通袋
3129  count: 1,   search: http://www.xiniudata.com/search/#/open/邛崃福利医院
3130  count: 1,   search: http://www.xiniudata.com/search/#/open/河南拾雅风舍文化传媒有限公司
3131  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%81%9C%E8%BD%A6%E7%AE%A1%E7%90%86%E7%B3%BB%E7%BB%9F
3132  count: 1,   search: http://www.xiniudata.com/search/#/open/%E4%BA%91%E9%A3%9E%E5%8A%B1%E5%A4%A9
3133  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%89%80%E6%80%9D
3134  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%BD%97%E5%AD%90%E9%9B%84
3135  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%98%93%E6%B7%98
3136  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%8D%96%E5%AE%B6%E6%88%90%E9%95%BF
3137  count: 1,   search: http://www.xiniudata.com/search/#/open/医疗设备
3138  count: 1,   search: http://www.xiniudata.com/search/#/open/重庆嘉事臻跃医疗器械有限公司
3139  count: 1,   search: http://www.xiniudata.com/search/#/open/儿童书
3140  count: 1,   search: http://www.xiniudata.com/search/#/open/库易
3141  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%AE%9C%E5%A4%A9%E4%BD%BF
3142  count: 1,   search: http://www.xiniudata.com/search/#/open/大象声科
3143  count: 1,   search: http://www.xiniudata.com/search/#/open/%E4%BB%8A%E6%97%A5%E5%A4%B4%E6%9D%A1
3144  count: 1,   search: http://www.xiniudata.com/search/#/open/节制
3145  count: 1,   search: http://www.xiniudata.com/search/#/open/jinritoutiao
3146  count: 1,   search: http://www.xiniudata.com/search/#/open/爸妈去哪
3147  count: 1,   search: http://www.xiniudata.com/search/#/open/抢先娱乐
3148  count: 1,   search: http://www.xiniudata.com/search/#/open/grovest
3149  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%9B%88%E9%87%91%E7%9F%B3
3150  count: 1,   search: http://www.xiniudata.com/search/#/open/%E8%B1%AA%E6%80%9D%E7%94%9F%E7%89%A9
3151  count: 1,   search: http://www.xiniudata.com/search/#/open/真时科技
3152  count: 1,   search: http://www.xiniudata.com/search/#/open/图样单词
3153  count: 1,   search: http://www.xiniudata.com/search/#/open/仪然商城
3154  count: 1,   search: http://www.xiniudata.com/search/#/open/幻室Fancell
3155  count: 1,   search: http://www.xiniudata.com/search/#/open/nashwork
3156  count: 1,   search: http://www.xiniudata.com/search/#/open/ Nash work
3157  count: 1,   search: http://www.xiniudata.com/search/#/open/%E4%B8%9C%E6%8B%BC%E8%A5%BF%E8%B4%AD
3158  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%B5%B7%E6%88%BF%E5%AD%90
3159  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%A7%9F%E6%88%91%E5%AE%B6
3160  count: 1,   search: http://www.xiniudata.com/search/#/open/taoyinziben
3161  count: 1,   search: http://www.xiniudata.com/search/#/open/xiniushuju
3162  count: 1,   search: http://www.xiniudata.com/search/#/open/iSwim游泳教练
3163  count: 1,   search: http://www.xiniudata.com/search/#/open/初速度
3164  count: 1,   search: http://www.xiniudata.com/search/#/open/%E4%B8%80%E6%89%BE
3165  count: 1,   search: http://www.xiniudata.com/search/#/open/掌门一对一
3166  count: 1,   search: http://www.xiniudata.com/search/#/open/%E9%92%9B%E5%AA%92%E4%BD%93
3167  count: 1,   search: http://www.xiniudata.com/search/#/open/生活方式
3168  count: 1,   search: http://www.xiniudata.com/search/#/open/金象大药房
3169  count: 1,   search: http://www.xiniudata.com/search/#/open/火球
3170  count: 1,   search: http://m.xiniudata.com/#/search/open/%E6%87%82%E7%90%83%E5%B8%9D
3171  count: 1,   search: http://m.xiniudata.com/#/search/open/云从科技
3172  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%9C%A8%E7%84%B6
3173  count: 1,   search: http://www.xiniudata.com/search/#/open/M*Modal
3174  count: 1,   search: http://www.xiniudata.com/search/#/open/jingwei
3175  count: 1,   search: http://www.xiniudata.com/search/#/open/肌秘
3176  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%A4%A7%E6%95%B0%E6%8D%AE%E6%96%87%E6%91%98
3177  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%9C%BA%E5%99%A8%E4%B9%8B%E5%BF%83
3178  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%B7%B1%E7%A7%91%E6%8A%80
3179  count: 1,   search: http://www.xiniudata.com/search/#/open/Mindbank
3180  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%96%B0%E6%99%BA%E5%85%83
3181  count: 1,   search: http://www.xiniudata.com/search/#/open/%E8%BD%A6%E4%BA%91
3182  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%88%9D%E9%80%9F%E5%BA%A6
3183  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%AE%A0%E7%89%A9%E7%8B%97
3184  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%AB%B9%E9%97%B4
3185  count: 1,   search: http://www.xiniudata.com/search/#/open/腾典腾典国际数字传媒科技（北京）有限公司
3186  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%BD%91%E8%97%A4%E7%A7%91%E6%8A%80
3187  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%B7%B1%E9%89%B4%E7%A7%91%E6%8A%80
3188  count: 1,   search: http://www.xiniudata.com/search/#/open/催天下
3189  count: 1,   search: http://www.xiniudata.com/search/#/open/人人催
3190  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%A4%A9%E4%B9%8B%E7%9C%BC
3191  count: 1,   search: http://www.xiniudata.com/search/#/open/资产360
3192  count: 1,   search: http://www.xiniudata.com/search/#/open/贷后邦
3193  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%9E%AB%E6%95%B0%E7%A7%91%E6%8A%80
3194  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%8D%93%E8%88%AA
3195  count: 1,   search: http://www.xiniudata.com/search/#/open/%E4%BA%BA%E4%BA%BA%E6%8A%95
3196  count: 1,   search: http://www.xiniudata.com/search/#/open/sayduck
3197  count: 1,   search: http://www.xiniudata.com/search/#/open/深鉴科技 思必驰 旷视科技 图灵 羽扇智
3198  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%81%B5%E5%8A%A8%E5%BE%AE%E7%94%B5
3199  count: 1,   search: http://www.xiniudata.com/search/#/open/augment
3200  count: 1,   search: http://www.xiniudata.com/search/#/open/incontext
3201  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%8E%8C%E5%90%88%E5%A4%A9%E4%B8%8B
3202  count: 1,   search: http://www.xiniudata.com/search/#/open/学加加
3203  count: 1,   search: http://www.xiniudata.com/search/#/open/恒昊数据
3204  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%88%91%E5%8E%BB%E5%9B%BE%E4%B9%A6%E9%A6%86
3205  count: 1,   search: http://www.xiniudata.com/search/#/open/大数聚
3206  count: 1,   search: http://www.xiniudata.com/search/#/open/数喆数据
3207  count: 1,   search: http://www.xiniudata.com/search/#/open/万全智策
3208  count: 1,   search: http://www.xiniudata.com/search/#/open/CARMAT
3209  count: 1,   search: http://www.xiniudata.com/search/#/open/DataRobot
3210  count: 1,   search: http://www.xiniudata.com/search/#/open/Kahuna
3211  count: 1,   search: http://www.xiniudata.com/search/#/open/Digital Reasoning
3212  count: 1,   search: http://www.xiniudata.com/search/#/open/Digital Signal Corporation
3213  count: 1,   search: http://www.xiniudata.com/search/#/open/瑛麒动漫
3214  count: 1,   search: http://www.xiniudata.com/search/#/open/Clarabridge
3215  count: 1,   search: http://www.xiniudata.com/search/#/open/Attensity
3216  count: 1,   search: http://www.xiniudata.com/search/#/open/我声
3217  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%8B%89%E6%99%AE%E6%8B%89%E6%96%AF
3218  count: 1,   search: http://www.xiniudata.com/search/#/open/Interactions Corporation
3219  count: 1,   search: http://www.xiniudata.com/search/#/open/Hansen
3220  count: 1,   search: http://www.xiniudata.com/search/#/open/%E8%9E%8D%E6%95%B0
3221  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%AE%89%E6%98%93%E4%BF%A1
3222  count: 1,   search: http://lvzhou.gobivc.com/search/#/open/bitswrt
3223  count: 1,   search: http://lvzhou.gobivc.com/search/#/open/%E5%BE%AE%E5%95%86%E9%80%9A%E8%81%94
3224  count: 1,   search: http://www.xiniudata.com/search/#/open/中云创
3225  count: 1,   search: http://www.xiniudata.com/search/#/open/蓦然
3226  count: 1,   search: http://www.xiniudata.com/search/#/open/Slam tech
3227  count: 1,   search: http://www.xiniudata.com/search/#/open/Slamtech
3228  count: 1,   search: http://m.xiniudata.com/#/search/open/%E5%A4%96%E5%8C%85%E5%A4%A7%E5%B8%88
3229  count: 1,   search: http://m.xiniudata.com/#/search/open/%E9%92%9F%E7%AB%8B
3230  count: 1,   search: http://m.xiniudata.com/#/search/open/srm ariba
3231  count: 1,   search: http://www.xiniudata.com/search/#/open/CRM
3232  count: 1,   search: http://www.xiniudata.com/search/#/open/远程医疗
3233  count: 1,   search: http://www.xiniudata.com/search/#/open/%E8%80%80%E8%8E%B1
3234  count: 1,   search: http://www.xiniudata.com/search/#/open/AWAK
3235  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%A8%80%E7%89%9B
3236  count: 1,   search: http://www.xiniudata.com/search/#/open/HTT
3237  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%84%BF%E7%AB%A5 %E8%BF%90%E5%8A%A8
3238  count: 1,   search: http://www.xiniudata.com/search/#/open/才到
3239  count: 1,   search: http://www.xiniudata.com/search/#/open/达阀
3240  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%8C%BB %E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD
3241  count: 1,   search: http://www.xiniudata.com/search/#/open/陪诊
3242  count: 1,   search: http://www.xiniudata.com/search/#/open/爱心帮
3243  count: 1,   search: http://www.xiniudata.com/search/#/open/%E4%B8%8A%E4%B8%8A%E9%93%BA
3244  count: 1,   search: http://www.xiniudata.com/search/#/open/翼菲自动化
3245  count: 1,   search: http://www.xiniudata.com/search/#/open/远程视
3246  count: 1,   search: http://www.xiniudata.com/search/#/open/票金所
3247  count: 1,   search: http://www.xiniudata.com/search/#/open/北醒
3248  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%8D%8E%E5%BD%B1%E4%BA%91
3249  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%9F%94%E5%AE%87%E7%A7%91%E6%8A%80
3250  count: 1,   search: http://www.xiniudata.com/search/#/open/%E8%B5%84%E4%BA%A7
3251  count: 1,   search: http://www.xiniudata.com/search/#/open/Trigger Core
3252  count: 1,   search: http://m.xiniudata.com/#/search/open/%E4%BA%91%E9%A3%8E%E7%B4%A0
3253  count: 1,   search: http://www.xiniudata.com/search/#/open/大制科技
3254  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%93%81%E8%80%8C
3255  count: 1,   search: http://www.xiniudata.com/search/#/open/Eyesmart
3256  count: 1,   search: http://www.xiniudata.com/search/#/open/释马大华
3257  count: 1,   search: http://www.xiniudata.com/search/#/open/会诊帮
3258  count: 1,   search: http://www.xiniudata.com/search/#/open/机灵
3259  count: 1,   search: http://www.xiniudata.com/search/#/open/%E6%8A%98%E7%96%AF%E4%BA%86
3260  count: 1,   search: http://www.xiniudata.com/search/#/open/驴迹
3261  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%BD%91%E6%9D%A5%E4%BA%91%E5%95%86
3262  count: 1,   search: http://www.xiniudata.com/search/#/open/馿迹
3263  count: 1,   search: http://www.xiniudata.com/search/#/open/木智工坊
3264  count: 1,   search: http://www.xiniudata.com/search/#/open/联友电讯
3265  count: 1,   search: http://www.xiniudata.com/search/#/open/%E7%82%B9%E9%87%91%E4%BA%BA
3266  count: 1,   search: http://www.xiniudata.com/search/#/open/瀚思
3267  count: 1,   search: http://www.xiniudata.com/search/#/open/科技谷
3268  count: 1,   search: http://www.xiniudata.com/search/#/open/科赛
3269  count: 1,   search: http://www.xiniudata.com/search/#/open/上海恺英网络科技有限公司
3270  count: 1,   search: http://www.xiniudata.com/search/#/open/龙孚信息技术
3271  count: 1,   search: http://www.xiniudata.com/search/#/open/goodwin
3272  count: 1,   search: http://www.xiniudata.com/search/#/open/%E5%8D%8E%E5%AE%89%E6%96%B0%E9%80%9A
3273  count: 1,   search: http://www.xiniudata.com/search/#/open/森浦资讯
